                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.8742,                 3.5147,                 2.7126,                      0,                      0,                      0,                      0,                      0,                  59.84,                      0,               0.070417,               0.003287,               0.003287
