                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.8314,                  3.674,                 2.6526,                0.75773,                 0.2395,                0.05193,                0.01329,                 3.7622,                 3.9397,                  4.326,             0.00041088,             0.00041088,             0.00041088
